어떠/B_XRI	어떠/XR
베어스타운/B_NNPIIII	베어스타운/NNP
눈살/B_NNGI	눈살/NNG
둔해/B_VAI+EC	둔하/VA + 아/EC
도약/B_NNGI	도약/NNG
받아들여/B_VVIII+EC	받아들이/VV + 어/EC
흘러내렸/B_VVIII+EP	흘러내리/VV + 었/EP
안스러워/B_VAII+B_NYI_EC	안스럽/VA + 어/EC
서글퍼/B_VAII_VA+EC	서글프/VA + 어/EC
상계고/B_NNPII	상계고/NNP
시원시원/B_MAGIII	시원시원/MAG
결산한다/B_NNGB_XSV+B_NYI_EF	결산/NNG + 하/XSV + ㄴ다/EC
든든/B_XRI	든든/XR
직원/B_NNGI	직원/NNG
국제관/B_NNGII	국제관/NNG
핏기/B_NNGI	핏기/NNG
배울/B_VVI+ETM	배우/VV + ㄹ/ETM
미루/B_VVI	미루/VV
떨어진다는/B_VVII+B_NYI_ETMI	떨어지/VV + ㄴ다는/ETM
활자/B_NNGI	활자/NNG
취업자/B_NNGII	취업자/NNG
봐야만/B_VX+B_NYI_ECI	보/VX + 아야만/EC
합니다/B_XSA+B_NYI_EFI	하/XSA + ㅂ니다/EF
부끄러워하/B_VVIIII	부끄러워하/VV
부끄러워/B_VAI+B_NYI_EC	부끄럽/VA + 어/EC
승객/B_NNGI	승객/NNG
망친다는/B_VVI+B_NYI_ETMI	망치/VV + ㄴ다는/ETM
해제/B_NNGI	해제/NNG
수렴/B_NNGI	수렴/NNG
거쳐야/B_VVI+ECI	거치/VV + 어야/EC
줄/B_NNB	줄/NNB
들떠/B_VVI+EC	들뜨/VV + 어/EC
정신분석학자/B_NNGIIIII	정신분석학자/NNG
줄/B_NNG	줄/NNG
파면/B_NNGI	파면/NNG
최경지/B_NNPII	최경지/NNP
가장/B_MAGI	가장/MAG
화해/B_NNGI	화해/NNG
만남/B_NNGI	만남/NNG
지켜봐야/B_VVII_ECI	지켜보/VV
5/B_SN	5/SN
노발대발/B_NNGIII	노발대발/NNG
직책/B_NNGI	직책/NNG
뚫/B_VV	뚫/VV
숨/B_VV	숨/VV
일러/B_VV+B_NYI_VV+EC	이르/VV + 어/EC
또다시/B_MAGII	또다시/MAG
알려왔/B_VVI+ECB_VX+EP	알리/VV + 어/EC + 오/VX + 았/EP
들어야/B_VV+B_NYI_ECI	듣/VV + 어야/EC
마땅/B_XRI	마땅/XR
잃/B_VV	잃/VV
따뜻/B_XRI	따뜻/XR
엎드린/B_VVII+ETM	엎드리/VV + ㄴ/ETM
간주/B_NNGI	간주/NNG
안일/B_NNGI	안일/NNG
심장병/B_NNGII	심장병/NNG
상표/B_NNGI	상표/NNG
도사리/B_VVII	도사리/VV
판치/B_VVI	판치/VV
신설/B_NNGI	신설/NNG
심장/B_NNGI	심장/NNG
뭔데/B_NP+B_NYI_VCP+EC	뭐/NP + 이/VCP
이듬해/B_NNGII	이듬해/NNG
야/B_JKV	야/JKV
기금/B_NNGI	기금/NNG
부호/B_NNGI	부호/NNG
시/B_XSN	시/XSN
뚝뚝/B_MAGI	뚝뚝/MAG
긁/B_VV	긁/VV
손꼽히/B_VVII	손꼽히/VV
얇/B_VA	얇/VA
지원국/B_NNGII	지원국/NNG
져/B_VX+EC	지/VX + 어/EC
접대/B_NNGI	접대/NNG
작전/B_NNGI	작전/NNG
지난밤/B_NNGII	지난밤/NNG
오일금속/B_NNPIII	오일금속/NNP
소나무/B_NNGII	소나무/NNG
꾼/B_XSN	꾼/XSN
한글날/B_NNGII	한글날/NNG
신/B_VV	신/VV
부은/B_VV+B_NYI_ETM	붓/VV + 은/ETM
수업/B_NNGI	수업/NNG
지/B_EF	지/EF
범위/B_NNGI	범위/NNG
빠뜨리/B_VVII	빠뜨리/VV
로비/B_NNGI	로비/NNG
온도/B_NNGI	온도/NNG
따져/B_VVI+EC	따지/VV + 어/EC
불만/B_NNGI	불만/NNG
판명/B_NNGI	판명/NNG
지/B_EC	지/EC
첨단/B_NNGI	첨단/NNG
신성/B_NNGI	신성/NNG
종용/B_NNGI	종용/NNG
동창회/B_NNGII	동창회/NNG
불하/B_NNGI	불하/NNG
강서청소년복지교민회/B_NNPIIIIIIIII	강서청소년복지교민회/NNP
습니다/B_EFII	습니다/EF
중일전쟁/B_NNPIII	중일전쟁/NNP
꽁초/B_NNGI	꽁초/NNG
빌려서/B_VVI+ECI	빌리/VV + 어서/EC
대문/B_NNGI	대문/NNG
오간/B_VVI+ETM	오가/VV + ㄴ/ETM
죽여/B_VVI+EC	죽이/VV + 어/EC
라는/B_VCP+B_NYI_ETM	이/VCP + 라는/ETM
선수/B_NNGI	선수/NNG
들었/B_VV+B_NYI_EP	듣/VV + 었/EP
진한/B_VAI+ETM	진하/VA + ㄴ/ETM
기종/B_NNGI	기종/NNG
법관/B_NNGI	법관/NNG
쳤/B_VV+EP	치/VV + 었/EP
혼/B_NNG	혼/NNG
제자/B_NNGI	제자/NNG
주거/B_NNGI	주거/NNG
시선/B_NNGI	시선/NNG
권장/B_NNGI	권장/NNG
용량/B_NNGI	용량/NNG
질/B_EC+JKO	지/EC + ㄹ/JKO
높이/B_VVI	높이/VV
벌여/B_VVI+EC	벌이/VV + 어/EC
호흡기/B_NNGII	호흡기/NNG
손쉬운/B_VAI+B_NYI_ETM	손쉽/VA + ㄴ/ETM
물품/B_NNGI	물품/NNG
미디어/B_NNGII	미디어/NNG
잖아요/B_EFII	잖아요/EF
청탁/B_NNGI	청탁/NNG
조직/B_NNGI	조직/NNG
송호영/B_NNPII	송호영/NNP
시한/B_NNGI	시한/NNG
현대자동차/B_NNPIIII	현대자동차/NNP
심리/B_NNGI	심리/NNG
시조/B_NNGI	시조/NNG
아닙니까/B_VCNI+B_NYI_EFI	아니/VCN + ㅂ니까/EF
건데……./B_NNB+B_NYI_VCPI+B_NYI_SEI+SF	것/NNB + 이/VCP + ㄴ데/EC + …/SE + …/SE + ./SF
짙/B_VA	짙/VA
모시조개/B_NNGIII	모시조개/NNG
줘야/B_VX+ECI	주/VX + 어야/EC
지나친/B_VAII+ETM	지나치/VA + ㄴ/ETM
연금/B_NNGI	연금/NNG
서울대학병원/B_NNPIIIII	서울대학병원/NNP
공범/B_NNGI	공범/NNG
값비싼/B_VAII+ETM	값비싸/VA + ㄴ/ETM
무채색/B_NNGII	무채색/NNG
감나무/B_NNGII	감나무/NNG
내/B_NNB	내/NNB
뿔뿔이/B_MAGII	뿔뿔이/MAG
내/B_NNG	내/NNG
은팔찌/B_NNGII	은팔찌/NNG
미나리/B_NNGII	미나리/NNG
백록/B_NNPI	백록/NNP
쓰러져서/B_VVII+ECI	쓰러지/VV + 어서/EC
철제/B_NNGI	철제/NNG
리/B_NNB	리/NNB
카스테레오/B_NNGIIII	카스테레오/NNG
현관문/B_NNGII	현관문/NNG
외과/B_NNGI	외과/NNG
부녀/B_NNGI	부녀/NNG
나눴/B_VVI+EP	나누/VV + 었/EP
시술/B_NNGI	시술/NNG
농기구/B_NNGII	농기구/NNG
리/B_NNP	리/NNP
부작용/B_NNGII	부작용/NNG
더워/B_VA+B_NYI_EC	덥/VA + 어/EC
배부른/B_VAII+ETM	배부르/VA + ㄴ/ETM
절망감/B_NNGII	절망감/NNG
치렀/B_VVI+EP	치르/VV + 었/EP
실행/B_NNGI	실행/NNG
플레어/B_NNGII	플레어/NNG
될/B_VV+ETM	되/VV + ㄹ/ETM
당기/B_NNGI	당기/NNG
세제/B_NNGI	세제/NNG
무너지/B_VVII	무너지/VV
말려/B_VVI+EC	말리/VV + 어/EC
수축/B_NNGI	수축/NNG
국빈/B_NNGI	국빈/NNG
말씀/B_NNGI	말씀/NNG
사들여/B_VVII+EC	사들이/VV + 어/EC
커트/B_NNGI	커트/NNG
울창/B_XRI	울창/XR
숙박/B_NNGI	숙박/NNG
입/B_NNG	입/NNG
구입/B_NNGI	구입/NNG
구불구불/B_MAGIII	구불구불/MAG
익숙/B_XRI	익숙/XR
혐의/B_NNGI	혐의/NNG
러/B_EC	러/EC
수상작/B_NNGII	수상작/NNG
상태/B_NNGI	상태/NNG
설거지/B_NNGII	설거지/NNG
인식력/B_NNGII	인식력/NNG
바른/B_VAI+ETM	바르/VA + ㄴ/ETM
대대적/B_NNGII	대대적/NNG
집안/B_NNGI	집안/NNG
첨가/B_NNGI	첨가/NNG
일으켰/B_VVII+EP	일으키/VV + 었/EP
받쳐/B_VVI+EC	받치/VV + 어/EC
다양/B_NNGI	다양/NNG
알/B_VV	알/VV
부장/B_NNGI	부장/NNG
담겨/B_VVI+EC	담기/VV + 어/EC
만족/B_NNGI	만족/NNG
떠넘김/B_VVII+ETN	떠넘기/VV + ㅁ/ETN
완전/B_NNGI	완전/NNG
누수/B_NNGI	누수/NNG
이랑/B_JKBI	이랑/JKB
거래처/B_NNGII	거래처/NNG
깊이/B_MAGI	깊이/MAG
거액/B_NNGI	거액/NNG
흘끗/B_MAGI	흘끗/MAG
당대/B_NNGI	당대/NNG
감사원/B_NNGII	감사원/NNG
핵심/B_NNGI	핵심/NNG
출가/B_NNGI	출가/NNG
시절/B_NNGI	시절/NNG
월인천강지곡체/B_NNGIIIIII	월인천강지곡체/NNG
자비/B_NNGI	자비/NNG
투덜대/B_VVII	투덜대/VV
쪽지/B_NNGI	쪽지/NNG
계산속/B_NNGII	계산속/NNG
法專/B_SHI	法專/SH
건가?/B_NNB+B_NYI_VCPI+SF	것/NNB + 이/VCP
울리/B_VVI	울리/VV
구경거리/B_NNGIII	구경거리/NNG
뭔가./B_NP+B_NYI_VCPI+SF	뭐/NP + 이/VCP
일주일쯤/B_NNGIII	일주일쯤/NNG
여읜/B_VVI+ETM	여의/VV + ㄴ/ETM
주목된다/B_NNGB_XSV+B_NYI_EF	주목/NNG + 되/XSV + ㄴ다/EC
통로/B_NNGI	통로/NNG
서장/B_NNGI	서장/NNG
규혁/B_NNPI	규혁/NNP
찔렀/B_VV+B_NYI+EP	찌르/VV + 었/EP
정원식/B_NNPII	정원식/NNP
발생/B_NNGI	발생/NNG
방문자/B_NNGII	방문자/NNG
수서/B_NNPI	수서/NNP
살펴/B_VVI+EC	살피/VV + 어/EC
한국말/B_NNGII	한국말/NNG
재작년/B_NNGII	재작년/NNG
대답/B_NNGI	대답/NNG
기다렸/B_VVII+EP	기다리/VV + 었/EP
문화비/B_NNGII	문화비/NNG
평론가/B_NNGII	평론가/NNG
신념/B_NNGI	신념/NNG
경북/B_NNPI	경북/NNP
종국/B_NNGI	종국/NNG
예술제/B_NNGII	예술제/NNG
물론/B_NNGI	물론/NNG
원한다구요/B_VVI+B_NYI_EFII	원하/VV + ㄴ다구요/EF
판매원/B_NNGII	판매원/NNG
불순/B_NNGI	불순/NNG
혜택/B_NNGI	혜택/NNG
필수/B_NNGI	필수/NNG
씩씩/B_XRI	씩씩/XR
또/B_MAG	또/MAG
스커트/B_NNGII	스커트/NNG
발언/B_NNGI	발언/NNG
캐주얼/B_NNGII	캐주얼/NNG
날/B_NNG	날/NNG
댄스/B_NNGI	댄스/NNG
통일장/B_NNGII	통일장/NNG
뛰쳐나온/B_VVIII+ETM	뛰쳐나오/VV + ㄴ/ETM
저버린/B_VVII+ETM	저버리/VV + ㄴ/ETM
대우전자/B_NNPIII	대우전자/NNP
에이펙스/B_NNPIII	에이펙스/NNP
싼/B_VA+ETM	싸/VA + ㄴ/ETM
삼희기획/B_NNPIII	삼희기획/NNP
우는/B_VV+B_NYI_ETM	울/VV + 는/ETM
취한/B_VVI+ETM	취하/VV + ㄴ/ETM
친척/B_NNGI	친척/NNG
어때요/B_VAI_VA+EFI	어떻/VA + 어요/EF
다가가/B_VVII+EC	다가가/VV + 아/EC
그리울/B_VAI+B_NYI_ETM	그립/VA + ㄹ/ETM
지/B_VV	지/VV
현실/B_NNGI	현실/NNG
지/B_VX	지/VX
방수/B_NNGI	방수/NNG
난유/B_NNGI	난유/NNG
성남/B_NNPI	성남/NNP
권리/B_NNGI	권리/NNG
서울역/B_NNPII	서울역/NNP
아요/B_ECI	아요/EC
건의/B_NNGI	건의/NNG
천장/B_NNGI	천장/NNG
학회/B_NNGI	학회/NNG
벼슬/B_NNGI	벼슬/NNG
대필/B_NNGI	대필/NNG
새/B_VV	새/VV
덥/B_VA	덥/VA
얄밉/B_VAI	얄밉/VA
밤샘/B_NNGI	밤샘/NNG
스텝/B_NNGI	스텝/NNG
들키/B_VVI	들키/VV
바랐/B_VVI+EP	바라/VV + 았/EP
각기/B_MAGI	각기/MAG
골목대장/B_NNGIII	골목대장/NNG
알아차리/B_VVIII	알아차리/VV
기엔/B_ECI+JX	기에/EC + ㄴ/JX
고속도로/B_NNGIII	고속도로/NNG
혹시/B_MAGI	혹시/MAG
부풀/B_VVI	부풀/VV
관료/B_NNGI	관료/NNG
종양/B_NNGI	종양/NNG
가운데/B_NNGII	가운데/NNG
편승/B_NNGI	편승/NNG
본말/B_NNGI	본말/NNG
었고/B_EPI_EC	었/EP
큼직/B_XRI	큼직/XR
1300/B_SNIII	1300/SN
RF/B_SLI	RF/SL
블루스/B_NNGII	블루스/NNG
옹색/B_XRI	옹색/XR
글쎄/B_ICI	글쎄/IC
한결같/B_VAII	한결같/VA
44/B_SNI	44/SN
겉/B_NNG	겉/NNG
아요/B_EFI	아요/EF
사계절/B_NNGII	사계절/NNG
물감/B_NNGI	물감/NNG
합니다/B_VV+EFII	하/VV + ㅂ니다/EF
종이봉투/B_NNGIII	종이봉투/NNG
박홍/B_NNPI	박홍/NNP
려/B_EC	려/EC
기/B_NNB	기/NNB
주무르/B_VVII	주무르/VV
관청/B_NNGI	관청/NNG
기/B_NNG	기/NNG
셨/B_EP	시/EP
아현기지/B_NNPIII	아현기지/NNP
과제/B_NNGI	과제/NNG
둘/B_VX+ETM	두/VX + ㄹ/ETM
무순시/B_NNPII	무순시/NNP
이/B_JKC	이/JKC
변수/B_NNGI	변수/NNG
찾아가/B_VVII+EC	찾아가/VV + 아/EC
젤리/B_NNGI	젤리/NNG
보통/B_MAGI	보통/MAG
뽑아내/B_VVII	뽑아내/VV
이/B_JKS	이/JKS
첨성대/B_NNPII	첨성대/NNP
진정서/B_NNGII	진정서/NNG
사십/B_NRI	사십/NR
굴러도/B_VV+B_NYI_VV+ECI	구르/VV + 어도/EC
열쇠/B_NNGI	열쇠/NNG
마셔/B_VVI+EC	마시/VV + 어/EC
세포/B_NNGI	세포/NNG
소지/B_NNGI	소지/NNG
상담소/B_NNGII	상담소/NNG
금품/B_NNGI	금품/NNG
오래/B_MAGI	오래/MAG
사지선다/B_NNGIII	사지선다/NNG
케/B_XSV+EC	하/XSV + 게/EC
가산점/B_NNGII	가산점/NNG
심화/B_NNGI	심화/NNG
웅변가/B_NNGII	웅변가/NNG
둘러/B_VV+B_NYI_VV+EC	두르/VV + 어/EC
대표/B_NNGI	대표/NNG
전량/B_NNGI	전량/NNG
김수희/B_NNPII	김수희/NNP
추울/B_VA+B_NYI_ETM	춥/VA + ㄹ/ETM
촉구/B_NNGI	촉구/NNG
m/B_SL	m/SL
서울스키리조트/B_NNPIIIIII	서울스키리조트/NNP
됩니다/B_XSV+B_NYI_EFI	되/XSV + ㅂ니다/EF
늘어서/B_VVII+EC	늘어서/VV + 어/EC
겹겹이/B_MAGII	겹겹이/MAG
민감/B_XRI	민감/XR
무엇일까/B_NPB_VCP+B_NYI_EF	무엇/NP + 이/VCP + ㄹ까/EC
띄운/B_VVI+ETM	띄우/VV + ㄴ/ETM
소개/B_NNGI	소개/NNG
서리/B_NNGI	서리/NNG
토해/B_VVI_EC	토하/VV
축/B_NNB	축/NNB
달성/B_NNGI	달성/NNG
상관없/B_VAII	상관없/VA
민주당/B_NNPII	민주당/NNP
고사/B_NNGI	고사/NNG
근질거렸/B_VVIII+EP	근질거리/VV + 었/EP
격하/B_VVI	격하/VV
대선/B_NNGI	대선/NNG
간사/B_NNGI	간사/NNG
전교/B_NNGI	전교/NNG
주일/B_NNBI	주일/NNB
편/B_NNG	편/NNG
성실/B_NNGI	성실/NNG
차여서/B_VVI+ECI	차이/VV + 어서/EC
들어간/B_VVII+ETM	들어가/VV + ㄴ/ETM
닥나무/B_NNGII	닥나무/NNG
가구/B_NNGI	가구/NNG
45/B_SNI	45/SN
야전잠바/B_NNGIII	야전잠바/NNG
달래/B_VVI	달래/VV
치하/B_NNGI	치하/NNG
고장/B_NNGI	고장/NNG
뉴질랜드/B_NNPIII	뉴질랜드/NNP
편/B_NNB	편/NNB
비서관/B_NNGII	비서관/NNG
조형/B_NNGI	조형/NNG
놀아난/B_VVII+ETM	놀아나/VV + ㄴ/ETM
겨울철/B_NNGII	겨울철/NNG
국산/B_NNGI	국산/NNG
남/B_VV+ETN	나/VV + ㅁ/ETN
접경/B_NNGI	접경/NNG
차원/B_NNGI	차원/NNG
예보/B_NNGI	예보/NNG
변화/B_NNGI	변화/NNG
43/B_SNI	43/SN
센티미터/B_NNBIII	센티미터/NNB
웃기/B_VVI	웃기/VV
개별/B_NNGI	개별/NNG
민들레/B_NNGII	민들레/NNG
스트레스/B_NNGIII	스트레스/NNG
선배/B_NNGI	선배/NNG
Pretty/B_SLIIIII	Pretty/SL
사용자/B_NNGII	사용자/NNG
초봄/B_NNGI	초봄/NNG
점수/B_NNGI	점수/NNG
흔들/B_VVI	흔들/VV
내용물/B_NNGII	내용물/NNG
단/B_MAJ	단/MAJ
바깥/B_NNGI	바깥/NNG
셔츠/B_NNGI	셔츠/NNG
그리/B_VVI	그리/VV
폭발/B_NNGI	폭발/NNG
김석원/B_NNPII	김석원/NNP
감싸/B_VVI	감싸/VV
결코/B_MAGI	결코/MAG
외우/B_VVI	외우/VV
에스이에스/B_NNPIIII	에스이에스/NNP
세계/B_NNGI	세계/NNG
성류파크호텔/B_NNPIIIII	성류파크호텔/NNP
보고서/B_NNGII	보고서/NNG
일어섰/B_VVII+EP	일어서/VV + 었/EP
어/B_VCP+EC	이/VCP + 어/EC
백일해/B_NNGII	백일해/NNG
연애/B_NNGI	연애/NNG
죄/B_VV	죄/VV
주의자/B_NNGII	주의자/NNG
의지/B_NNGI	의지/NNG
매일/B_NNGI	매일/NNG
어떠냐/B_VAI+B_NYI_EF	어떻/VA + 냐/EF
가량/B_NNGI	가량/NNG
라서/B_ECI	라서/EC
유발/B_NNGI	유발/NNG
공장/B_NNGI	공장/NNG
커지/B_VVI	커지/VV
녹/B_VV	녹/VV
다소/B_MAGI	다소/MAG
99/B_SNI	99/SN
減壓/B_SHI	減壓/SH
짜여/B_VVI+EC	짜이/VV + 어/EC
띠/B_VV	띠/VV
판가름/B_NNGII	판가름/NNG
고리/B_NNGI	고리/NNG
교개/B_NNGI	교개/NNG
생면부지/B_NNGIII	생면부지/NNG
던지/B_VVI	던지/VV
줄리아/B_NNPII	줄리아/NNP
뜻/B_NNG	뜻/NNG
출판업자/B_NNGIII	출판업자/NNG
회갑/B_NNGI	회갑/NNG
모델/B_NNGI	모델/NNG
목동/B_NNPI	목동/NNP
색다른/B_VAII+ETM	색다르/VA + ㄴ/ETM
갈/B_VV	갈/VV
매달리/B_VVII	매달리/VV
기질/B_NNGI	기질/NNG
건설/B_NNGI	건설/NNG
순조/B_NNGI	순조/NNG
보증금/B_NNGII	보증금/NNG
연극/B_NNGI	연극/NNG
일교차/B_NNGII	일교차/NNG
문화재/B_NNGII	문화재/NNG
상가/B_NNGI	상가/NNG
변형/B_NNGI	변형/NNG
공익/B_NNGI	공익/NNG
덴마크/B_NNPII	덴마크/NNP
깨달았/B_VVI+B_NYI_EP	깨닫/VV + 았/EP
쌀뜨물/B_NNGII	쌀뜨물/NNG
돕/B_VV	돕/VV
둔/B_VX+ETM	두/VX + ㄴ/ETM
뻑뻑/B_XRI	뻑뻑/XR
스러워/B_XSAI+B_NYI_EC	스럽/XSA + 어/EC
겪/B_VV	겪/VV
해야/B_XSV+B_NYI_EC	하/XSV + 아야/EC
혈서/B_NNGI	혈서/NNG
외식비/B_NNGII	외식비/NNG
수치/B_NNGI	수치/NNG
김치찌개/B_NNGIII	김치찌개/NNG
아직/B_MAGI	아직/MAG
의정지기단/B_NNGIIII	의정지기단/NNG
진규혁/B_NNPII	진규혁/NNP
짚차/B_NNGI	짚차/NNG
찹쌀/B_NNGI	찹쌀/NNG
홍대부속여고/B_NNPIIIII	홍대부속여고/NNP
벌떡/B_MAGI	벌떡/MAG
전이/B_NNGI	전이/NNG
청계천/B_NNPII	청계천/NNP
식물/B_NNGI	식물/NNG
얼굴빛/B_NNGII	얼굴빛/NNG
이벤트/B_NNGII	이벤트/NNG
성토/B_NNGI	성토/NNG
거들/B_NNGI	거들/NNG
고등학교/B_NNGIII	고등학교/NNG
글렀/B_VA+B_NYI+EP	그르/VA + 었/EP
물들인/B_VVII+ETM	물들이/VV + ㄴ/ETM
적응/B_NNGI	적응/NNG
무난/B_XRI	무난/XR
대기/B_NNGI	대기/NNG
내비치/B_VVII	내비치/VV
먹/B_VX	먹/VX
휴게실/B_NNGII	휴게실/NNG
냈/B_VV+EP	내/VV + 었/EP
먹/B_VV	먹/VV
충고/B_NNGI	충고/NNG
지나도/B_VVI+B_NYI_EC	지나/VV + 아도/EC
태워야/B_VVI+ECI	태우/VV + 어야/EC
교과목/B_NNGII	교과목/NNG
성취/B_NNGI	성취/NNG
시종/B_MAGI	시종/MAG
오늘날/B_NNGII	오늘날/NNG
교육령/B_NNGII	교육령/NNG
적극/B_NNGI	적극/NNG
방청석/B_NNGII	방청석/NNG
반대편/B_NNGII	반대편/NNG
튀/B_VV	튀/VV
할게/B_VV+EFI	하/VV + ㄹ게/EF
포트/B_NNGI	포트/NNG
체포/B_NNGI	체포/NNG
황충진/B_NNPII	황충진/NNP
고취/B_NNGI	고취/NNG
잘록/B_MAGI	잘록/MAG
학원/B_NNGI	학원/NNG
다물/B_VVI	다물/VV
버젓이/B_MAGII	버젓이/MAG
바둑/B_NNGI	바둑/NNG
놀렸/B_VVI+EP	놀리/VV + 었/EP
배임/B_NNGI	배임/NNG
옷맵시/B_NNGII	옷맵시/NNG
수납장/B_NNGII	수납장/NNG
느는/B_VV+B_NYI_ETM	늘/VV + 는/ETM
강남구/B_NNPII	강남구/NNP
출판/B_NNGI	출판/NNG
아도/B_ECI	아도/EC
편안/B_NNGI	편안/NNG
묵/B_VV	묵/VV
달려가/B_VVII+EC	달려가/VV + 아/EC
칼날/B_NNGI	칼날/NNG
매만지/B_VVII	매만지/VV
앉/B_VV	앉/VV
시끄러워서/B_VAII+B_NYI_ECI	시끄럽/VA + 어서/EC
지역/B_NNGI	지역/NNG
고별/B_NNGI	고별/NNG
못생겼/B_VAII+EP	못생기/VA + 었/EP
래/B_EF	래/EF
절주/B_NNGI	절주/NNG
소득/B_NNGI	소득/NNG
선포/B_NNGI	선포/NNG
과용/B_NNGI	과용/NNG
결산/B_NNGI	결산/NNG
고구려/B_NNPII	고구려/NNP
의정지기/B_NNGIII	의정지기/NNG
최종원/B_NNPII	최종원/NNP
MRA/B_SLII	MRA/SL
학생/B_NNGI	학생/NNG
발목/B_NNGI	발목/NNG
라/B_EC	라/EC
윙윙거리/B_VVIII	윙윙거리/VV
마저도/B_JXII	마저/JX
퇴원/B_NNGI	퇴원/NNG
쓸/B_VV	쓸/VV
만/B_VV+ETM	말/VV + ㄴ/ETM
모드/B_NNGI	모드/NNG
초생달/B_NNGII	초생달/NNG
단정/B_NNGI	단정/NNG
부담금/B_NNGII	부담금/NNG
달러/B_NNBI	달러/NNB
서너/B_MMI	서너/MM
떡갈비/B_NNGII	떡갈비/NNG
들뜨/B_VVI	들뜨/VV
컸/B_VA+EP	크/VA + 었/EP
미연이/B_NNPII	미연이/NNP
태자/B_NNGI	태자/NNG
더듬/B_VVI	더듬/VV
한도/B_NNGI	한도/NNG
논/B_VX+ETM	놓/VX + ㄴ/ETM
가물가물/B_MAGIII	가물가물/MAG
넓히/B_VVI	넓히/VV
장미/B_NNGI	장미/NNG
다솜방송/B_NNPIII	다솜방송/NNP
수험/B_NNGI	수험/NNG
80/B_SNI	80/SN
머리칼/B_NNGII	머리칼/NNG
식구/B_NNGI	식구/NNG
과연/B_MAGI	과연/MAG
던진/B_VVI+ETM	던지/VV + ㄴ/ETM
등산/B_NNGI	등산/NNG
맨/B_MM	맨/MM
계승/B_NNGI	계승/NNG
외쳐/B_VVI+EC	외치/VV + 어/EC
봉분/B_NNGI	봉분/NNG
끓여/B_VVI+EC	끓이/VV + 어/EC
백암/B_NNPI	백암/NNP
망원동/B_NNPII	망원동/NNP
들어간다/B_VVII+B_NYI_EF	들어가/VV + ㄴ다/EF
자판기/B_NNGII	자판기/NNG
신영인더스트리/B_NNPIIIIII	신영인더스트리/NNP
은가/B_EFI	은가/EF
증진/B_NNGI	증진/NNG
튕길/B_VVI+ETM	튕기/VV + ㄹ/ETM
하지만/B_MAJII	하지만/MAJ
주머니/B_NNGII	주머니/NNG
사망/B_NNGI	사망/NNG
키운/B_VVI+ETM	키우/VV + ㄴ/ETM
달러/B_NNGI	달러/NNG
모서리/B_NNGII	모서리/NNG
제공/B_NNGI	제공/NNG
소박/B_XRI	소박/XR
황당/B_XRI	황당/XR
거대/B_NNGI	거대/NNG
는군/B_EFI	는군/EF
깨우침/B_VVI+ETN	깨우치/VV + ㅁ/ETN
상당수/B_NNGII	상당수/NNG
단지/B_NNGI	단지/NNG
김치/B_NNGI	김치/NNG
배운/B_VVI+ETM	배우/VV + ㄴ/ETM
주/B_MM	주/MM
제로섬/B_NNGII	제로섬/NNG
인해/B_VVI+EC	인하/VV + 아/EC
주어져/B_VVII+EC	주어지/VV + 어/EC
시어머니/B_NNGIII	시어머니/NNG
만/B_NR	만/NR
한/B_VX+ETM	하/VX + ㄴ/ETM
걸려/B_VVI+EC	걸리/VV + 어/EC
몸짓/B_NNGI	몸짓/NNG
오징어/B_NNGII	오징어/NNG
돌아갈/B_VVII+ETM	돌아가/VV + ㄹ/ETM
홀딱쇼/B_NNGII	홀딱쇼/NNG
뼈/B_NNG	뼈/NNG
예술의전당/B_NNPIIII	예술의전당/NNP
서로/B_NNGI	서로/NNG
참으로/B_MAGII	참으로/MAG
목욕/B_NNGI	목욕/NNG
들/B_VX	들/VX
들/B_VV	들/VV
상관/B_NNGI	상관/NNG
짓/B_VV	짓/VV
줄지/B_VV+ECI	주/VV + ㄹ지/EC
노고/B_NNGI	노고/NNG
점원/B_NNGI	점원/NNG
양계/B_NNGI	양계/NNG
한계/B_NNGI	한계/NNG
돌려보냈/B_VVIII+EP	돌려보내/VV + 었/EP
중소기업체/B_NNGIIII	중소기업체/NNG
번역/B_NNGI	번역/NNG
부러지/B_VVII	부러지/VV
초등학교/B_NNGIII	초등학교/NNG
오빠/B_NNGI	오빠/NNG
된/B_VV+ETM	되/VV + ㄴ/ETM
한신코퍼레이션/B_NNPIIIIII	한신코퍼레이션/NNP
돌려쓰/B_VVII	돌려쓰/VV
설렁탕/B_NNGII	설렁탕/NNG
판별/B_NNGI	판별/NNG
무비수/B_NNGII	무비수/NNG
쓰레기통/B_NNGIII	쓰레기통/NNG
아부/B_EC+B_NYI_VV	아/EC + 붓/VV
떠/B_VV+EC	뜨/VV + 어/EC
발소리/B_NNGII	발소리/NNG
똑같이/B_MAGII	똑같이/MAG
따라/B_VVI+EC	따르/VV + 아/EC
그럴까/B_VVI+B_NYI_EF	그러/VV + ㄹ까/EF
지질/B_NNGI	지질/NNG
띤다/B_VV+EFI	띠/VV + ㄴ다/EF
조국프로덕션/B_NNPIIIII	조국프로덕션/NNP
한다는/B_XSV+B_NYI_ETMI	하/XSV + ㄴ다는/ETM
은행/B_NNGI	은행/NNG
수순/B_NNGI	수순/NNG
되살아났/B_VVIII+EP	되살아나/VV + 았/EP
원로/B_NNGI	원로/NNG
걸레받이/B_NNGIII	걸레받이/NNG
한자리/B_NNGII	한자리/NNG
